sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
WSH088,210,0.19873115892780288,-0.018984209974109195,-0.008248693084549726,-0.007027210465058155,0.02262445393795235,0.016178657857436614,0.008448401169972362,0.0013965792796129253,-0.003363177611974577,-0.00029961659826642853,-0.0016766664227485845,0.0006995928350076451,-0.0017906596556967777,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH126,211,0.18688953615294396,-0.0199972785391994,-0.007625431632298203,-0.003077410657446154,-0.0015022265599000874,0.0007797638023893197,-0.00023721308823316321,0.00930169222053245,-0.0016174888438315583,-0.006195655996078544,-0.0008284722121783402,0.0016612641149991805,0.0007416095344516634,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH106,212,0.20224130384599875,-0.02044745175538535,-0.011223905539897279,-0.0032645063917132572,-0.01398138996313356,-0.03968617308630454,0.004160239454036378,0.0017645979749062908,0.0025117655847801054,-0.0010340636565702303,-3.2591088137903294e-05,-0.00039033115008428956,-2.757380295066167e-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH093,214,0.19470192812509057,-0.018430452362749934,-0.006579464607791168,-0.005856715264799295,0.018434816857881016,0.009509766644649245,0.0014964589431949716,-0.0042784825421094295,0.0017805623353518805,-0.003337270692695023,-0.00044219779486076246,-0.003914238316789514,0.0016812243349263107,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH101,218,-0.7939188161149855,-0.1364449580594122,0.004820416803737878,-0.03846536844924985,0.0005826439282974066,-0.001251178942059298,0.002249221088712472,0.00038320879606452616,6.828715520025183e-05,0.00017269838379468244,-6.589480498829654e-05,-4.222192866657391e-05,-9.068368488611183e-06,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH114,219,0.1834668320447897,-0.01851278484762237,-0.007750568507847019,-0.003741005560271255,-0.0029916954740664124,-0.007793354978010205,-0.001166759493249568,0.007155927362800083,-0.007924883422396679,0.003792200388726863,-0.001421635020228053,-0.0004757726293508257,0.0009254190275539435,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH096,220,0.16776608788383426,-0.01924968756896855,-0.004557900166236539,-0.000495641102842875,-0.01922238598489982,0.002789489717427366,-9.439016150057944e-05,-0.009815249501677784,-0.0001939810829374721,0.0003932077748405341,0.002139272521298692,0.0015139793999757916,0.0013262813003587677,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH124,223,0.15720386873369135,-0.022056800490556173,0.06410842614105343,0.024440386955066146,-0.02102513441520525,-0.005219925150930891,-0.00280338442942168,-0.001391250783497462,-0.002016486149845255,-0.00014571256409023746,-0.0006979559941538388,-0.00014006729381057283,-0.00010753329499509271,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSH090,224,0.19216226338465853,-0.018672140206881974,-0.006586954644620368,-0.006172045060754298,0.016297790860960122,0.005110244634903634,0.0033677015396822107,-0.0023904266739647145,0.0023123728790090817,-0.00037668256828278783,-0.0011338417835826872,0.003061625295044676,0.0009991388751610154,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion_explained,0,0.9508649933288661,0.029122842742853216,0.00822098835594431,0.006455394182216837,0.0033939494766629438,0.0009477950560822794,0.0005694622107478836,0.000279493820424556,5.355326980658326e-05,4.080682826694412e-05,2.7548486517278536e-05,1.3965851780066267e-05,9.20638983104843e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
