sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
212	WSH106	WSH106_S157_L001_R1_001.fastq.gz	3734b74fe0fd6318e420b1d4155612b9525117fa258eadfc6683c9f5d233634d	WSH106_S157_L001_R2_001.fastq.gz	e3d7401f33d509d0eb6cb31b420c7675ddd4a057ddf2bea79bd19b9c12f8abce	25718	14098	170	14098	170	0	0	0	0	13594	9	0	0	0	757	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
199	WSH120	WSH120_S135_L001_R1_001.fastq.gz	583c26a38263fb91313089c73106d5b0a3d1dcbfd2d8525cd90eac2c53df2f2f	WSH120_S135_L001_R2_001.fastq.gz	326f35f3bab4da1c9968264e9a1043162cf19fe5c777fd85c1c4ea12e206924b	27952	11393	237	11384	236	9	1	0	0	10900	38	0	0	151	477	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
195	WSH118	WSH118_S111_L001_R1_001.fastq.gz	1cb2391190c785b07c87a9137707035776cc4a99ff5af99023778005b27ce4de	WSH118_S111_L001_R2_001.fastq.gz	598eb8c2a3526dd195503947b4c9a32787984fa1c0549aa8052bf55a582f6001	30280	15393	281	15393	281	0	0	0	0	14783	47	0	0	493	612	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
220	WSH096	WSH096_S96_L001_R1_001.fastq.gz	93057a72605e367d400c42300e2362e439053bd59b2be3e18ad404053e3fa1d9	WSH096_S96_L001_R2_001.fastq.gz	c1b897ff88782a477626e37462ad08373ec8f0a9d0799a994ceed52e28788a2d	39207	18329	287	18329	287	0	0	0	0	17600	40	0	0	604	739	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
210	WSH088	WSH088_S95_L001_R1_001.fastq.gz	aac71fa58ce29625bfc36731a1e30abba6a5d3a96a8b6b0b2253124063eee588	WSH088_S95_L001_R2_001.fastq.gz	f2f20abb890035552313dc0a4ce5191cc3fafcc6a48b3db8c1135ed501bfb81e	34365	17363	294	17363	294	0	0	0	0	16588	37	0	0	706	693	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
219	WSH114	WSH114_S158_L001_R1_001.fastq.gz	6600e0edd0159360c668826bfdf505e8f8c517c5c61152b44eedc253b52c8f2b	WSH114_S158_L001_R2_001.fastq.gz	1e9b46c8561d49db6b3b4bb1357145a8481132103206c3aace4b1f9b38eb4074	36052	20230	351	20218	349	8	1	4	1	19241	40	0	0	920	750	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
191	WSH128	WSH128_S136_L001_R1_001.fastq.gz	e70e78ebc262176dc54a2271335ba4aa1dc0d3765c1d5679965513fe4cba8a4f	WSH128_S136_L001_R2_001.fastq.gz	51d773bd2a9d6ebf4536cb8e3fbf96fb3b922e75cba1137d4957a314898335fb	225421	123836	2315	123013	2285	668	11	155	19	109401	48	0	0	10956	3375	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
196	WSH087	WSH087_S83_L001_R1_001.fastq.gz	23c14b605998977394c6debea3c06cc7d41ded5a9bdd12fc7dc159ad7a6e1b03	WSH087_S83_L001_R2_001.fastq.gz	411a1d51741ca0107a71f2ce5602da588344ae377e6a427a136ee8b713ae5b9e	53349	25300	564	25220	555	67	6	13	3	22964	51	0	0	2252	803	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
202	WSH092	WSH092_S48_L001_R1_001.fastq.gz	98a7cd26dee7b19d55ef6370b8d5b4d3e867b87216194151dc6743159959e475	WSH092_S48_L001_R2_001.fastq.gz	2b9dc4d3d392b17c91bc5ab7c7015ae47abaf571b8a38de4527bc565625b1e4c	41859	20006	385	19652	376	354	9	0	0	18033	30	0	0	2323	4	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
204	WSH107	WSH107_S169_L001_R1_001.fastq.gz	b6a1b495c4190016aa6b007b2b2c683eff97a7e79b7206754c12ba870d2bfb90	WSH107_S169_L001_R2_001.fastq.gz	733336b9766e01b0a3af51b4d28ed52c9f0387c1860669c8815ce835021c0e30	36877	18690	329	18360	324	330	5	0	0	16901	27	0	0	2331	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
201	WSH112	WSH112_S134_L001_R1_001.fastq.gz	075836615105cd2a6f5ae3ba61cdecbbae73fc0449b6fa376c2a95ac9e4192e5	WSH112_S134_L001_R2_001.fastq.gz	6cda5d0e4b9ae31a5d2fdb51ed67911767bde09b7fafd02a4451c703fa3fb204	32053	16854	326	16568	322	286	4	0	0	15355	24	0	0	1985	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
222	WSH108	WSH108_S181_L001_R1_001.fastq.gz	9656c93c10ecfecfceef6d6b2aed04688e7f99e93891955f6f0fea68b337e4ce	WSH108_S181_L001_R2_001.fastq.gz	6b474e116e0d629bad1b5af86ef2d0c5d449a1c32d09a33c328ed857d842e06c	36134	19089	342	18587	334	502	8	0	0	17524	25	0	0	3522	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
221	WSH113	WSH113_S146_L001_R1_001.fastq.gz	ffe1720c50df70eee75f28ad4ee902f9656bfe61a436f091ba1f09b2d6260584	WSH113_S146_L001_R2_001.fastq.gz	136bad14438bbc68cc89d5f121000a19dc77868932dc5b5febbac7406f9ae58f	13944	7591	162	7508	158	83	4	0	0	7061	34	0	0	1268	4	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
197	WSH110	WSH110_S110_L001_R1_001.fastq.gz	128af4124a4cc613b92175799fd4b26a294007f3d0f30872c83aad156edbcf68	WSH110_S110_L001_R2_001.fastq.gz	dce5d6da467a1d452c5dd1b9b6d4c210e60fefae5086f4c62df4abcb0b5da5db	41877	21358	461	19888	441	1464	19	6	1	17944	29	0	0	3680	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
198	WSH104	WSH104_S133_L001_R1_001.fastq.gz	905401b1a3471e755e24df8ebb01dd023ecb9a9f70ad8249e778a6956cfe2783	WSH104_S133_L001_R2_001.fastq.gz	43258c11762cf613c26037d4d72b9611bead201a5baf782ea4ac4b65f3ea5f28	37104	18949	371	17703	355	1243	15	3	1	15970	34	0	0	3072	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
203	WSH115	WSH115_S170_L001_R1_001.fastq.gz	0f4a9c8d4a1026fde588d1843c4fdf051beb3cc0a9362b9a2e2d46270acf779a	WSH115_S170_L001_R2_001.fastq.gz	74129bdc35da52a501b876d0f85de6aa705e487c2101fd74324bd826d81cc8d1	26898	14284	248	13981	244	303	4	0	0	13070	32	0	0	2883	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
213	WSH109	WSH109_S98_L001_R1_001.fastq.gz	043f2910163ce011085fe778766b382eb92a74ce4b199234762a770428587864	WSH109_S98_L001_R2_001.fastq.gz	71cc4764ae82871bc601951887f82366004d647acc40d616d1099e1d27d3a74a	30089	17143	326	16051	309	1089	16	3	1	14824	28	0	0	2928	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
216	WSH094	WSH094_S72_L001_R1_001.fastq.gz	590fb509a10e70090584226da0036909810ee1df81b52b1a13d9b315185c0797	WSH094_S72_L001_R2_001.fastq.gz	3f0e7c208e8889b5ebca8958e249c1b1db34b85595efe90c1b5f62b117f1e1e4	57466	28944	490	26808	472	2133	17	3	1	24904	31	0	0	4931	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
186	WSH086	WSH086_S71_L001_R1_001.fastq.gz	d4d5d7c7be2e0e211187786539500e06feb8e5b75b3b5abf7580a253e33793cc	WSH086_S71_L001_R2_001.fastq.gz	dfcc0f8ac9031660993f1860bf1cbbfda4a96eb21b7ce146f7e83a9aa1c54f86	66130	31222	656	30128	637	1082	17	12	2	27802	55	0	0	4717	569	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
185	WSH117	WSH117_S99_L001_R1_001.fastq.gz	94a9ffef67d2a5e2ebba398cb2a2116d7e90d6ee34e6fe00f854413fce968cce	WSH117_S99_L001_R2_001.fastq.gz	21d976493a6429048e33941d639eb88bbf499ec4a1f911ec96c3481fab55fd00	52386	27292	633	26779	619	498	11	15	3	24668	52	0	0	3237	734	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
217	WSH121	WSH121_S147_L001_R1_001.fastq.gz	b77c30382aa9cf51f62012a8cb04474ad4a0f425997b50a6923c05f61f77f01a	WSH121_S147_L001_R2_001.fastq.gz	487d491a50fcc732601d82fe25594f5ec2c53c03ac250776146369aa7b42f127	43219	23070	393	23070	393	0	0	0	0	21550	15	0	0	1647	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
190	WSH102	WSH102_S109_L001_R1_001.fastq.gz	68a1d948acabfac57d9a917d021357e19aa27a80a48aa06c05a562fd49b9536c	WSH102_S109_L001_R2_001.fastq.gz	ecf5521054046b50bbfb93b286b83b39da3c3b4fa9701a06beb71e956bce6fb2	26887	15437	265	15437	265	0	0	0	0	14643	22	0	0	1951	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
189	WSH127	WSH127_S124_L001_R1_001.fastq.gz	0f33cabc792645d6e8fc1589781b2a23df824d8e053056f61b61e24feb56105b	WSH127_S124_L001_R2_001.fastq.gz	3a70a09e0d42e4fd774868f0a90ae3b7a19ab24d4a6614325f3b7faccf1c8748	86261	51538	822	51538	822	0	0	0	0	48839	24	0	0	5540	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
193	WSH116	WSH116_S182_L001_R1_001.fastq.gz	ea57a7b54f048a1e5ddf36d11429906c2de7bc50bd73a1d052978eb8d5aa875e	WSH116_S182_L001_R2_001.fastq.gz	ae15e2cf664a1b7f6162d5204fdfcade0cb75b0cf376a4b7e75367b4c0f7f9e2	32355	17888	277	17888	277	0	0	0	0	17095	20	0	0	1751	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
194	WSH085	WSH085_S59_L001_R1_001.fastq.gz	e94a746d39a90ee359651dd2edea2249e95f3a84e49a4f2b69b12f707268e798	WSH085_S59_L001_R2_001.fastq.gz	1d641e3b1ae384409025646e26f0b3e7b8bb6aad4916fd0d0717d5166cb68cf6	42962	21094	372	21094	372	0	0	0	0	19602	20	0	0	2373	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
209	WSH119	WSH119_S123_L001_R1_001.fastq.gz	fc096e3ae3a51539e9994059ac40995b195e20127c1fe995b86157c9ad0d3468	WSH119_S123_L001_R2_001.fastq.gz	954a00c0fa86eb9e95d7324f3ad28a62a612115fe50e64a62c14b06ed53e3462	26668	14959	290	14959	290	0	0	0	0	13955	32	0	0	1795	4	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
218	WSH101	WSH101_S97_L001_R1_001.fastq.gz	f50e1e4c0c1f7cb07038ff2d5dddd5023690a28c9a89f0bc589fea05f3d188a4	WSH101_S97_L001_R2_001.fastq.gz	9c4d4043b83dd205f3d3bac211b1a3b285066ed45e403794dda6d9adc59fbf13	37685	21471	410	21457	408	0	0	14	2	19658	35	0	0	1134	394	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
205	WSH122	WSH122_S159_L001_R1_001.fastq.gz	424998c3931e4786173e72a5098920e01ae0f66e422c1f893ef8dcbebcbfb937	WSH122_S159_L001_R2_001.fastq.gz	b557a20de13086d4a8d2e32658238d42d3f44d1a358154879fe5426a024dd974	43396	22567	443	22557	441	0	0	10	2	20542	42	0	0	1902	537	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
206	WSH105	WSH105_S145_L001_R1_001.fastq.gz	4d7ba433bbb9489ca36f9b8d3792131292dca7c3c868c578edf80175152c21f8	WSH105_S145_L001_R2_001.fastq.gz	4960553b3e7bdaf32bdaaf2c05defd634079bb5bc8caba94cbf43768d04ddb90	56302	29746	570	29740	568	0	0	6	2	27235	34	0	0	2033	818	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	12/4/19	NoData
215	WSH123	WSH123_S171_L001_R1_001.fastq.gz	8eb22bb626eb4e36efd7bae7f2caf55c223fd8ccf5c0f21449b8172da31059c4	WSH123_S171_L001_R2_001.fastq.gz	4b16640d79b114400db5f950ef6f56e1d7321c6ce46a79374101da2c705e6cbd	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	coral_field	cnidaria	anthozoa	scleractinia	acroporidate	montipora	capitata	999.00000000	999.00000000	7/19/19	NoData
