ColonyID,Species,Site,Bleach,Date,Score
230,Porites compressa,13,Non-bleach,10/30/19,1
237,Porites compressa,13,Bleach,10/30/19,2
238,Porites compressa,13,Non-bleach,10/30/19,1
239,Porites compressa,13,Bleach,10/30/19,2
240,Porites compressa,13,Non-bleach,10/30/19,1
243,Porites compressa,13,Bleach,10/30/19,1
244,Porites compressa,13,Non-bleach,10/30/19,2
247,Porites compressa,13,Bleach,10/30/19,1
248,Porites compressa,13,Non-bleach,10/30/19,1
3,Montipora capitata,13,Bleach,1/24/20,2
4,Montipora capitata,13,Non-bleach,1/24/20,1
11,Montipora capitata,13,Bleach,1/24/20,2
12,Montipora capitata,13,Non-bleach,1/24/20,1
19,Montipora capitata,13,Bleach,1/24/20,1
20,Montipora capitata,13,Non-bleach,1/24/20,1
26,Porites compressa,13,Non-bleach,1/24/20,1
27,Porites compressa,13,Bleach,1/24/20,1
35,Porites compressa,13,Bleach,1/24/20,1
36,Porites compressa,13,Non-bleach,1/24/20,1
41,Porites compressa,13,Bleach,1/24/20,1
42,Porites compressa,13,Non-bleach,1/24/20,1
43,Porites compressa,13,Bleach,1/24/20,1
44,Porites compressa,13,Non-bleach,1/24/20,1
45,Porites compressa,13,Bleach,1/24/20,2
46,Porites compressa,13,Non-bleach,1/24/20,1
201,Montipora capitata,13,Bleach,1/24/20,1
202,Montipora capitata,13,Non-bleach,1/24/20,1
203,Montipora capitata,13,Bleach,1/24/20,1
204,Montipora capitata,13,Non-bleach,1/24/20,1
209,Montipora capitata,13,Non-bleach,1/24/20,2
210,Montipora capitata,13,Bleach,1/24/20,1
211,Montipora capitata,13,Bleach,1/24/20,1
212,Montipora capitata,13,Non-bleach,1/24/20,1
217,Montipora capitata,13,Bleach,1/24/20,1
218,Montipora capitata,13,Non-bleach,1/24/20,1
219,Montipora capitata,13,Bleach,1/24/20,1
220,Montipora capitata,13,Non-bleach,1/24/20,1
221,Montipora capitata,13,Bleach,1/24/20,2
222,Montipora capitata,13,Non-bleach,1/24/20,1
229,Porites compressa,13,Bleach,1/24/20,2
230,Porites compressa,13,Non-bleach,1/24/20,1
237,Porites compressa,13,Bleach,1/24/20,1
238,Porites compressa,13,Non-bleach,1/24/20,1
239,Porites compressa,13,Bleach,1/24/20,2
240,Porites compressa,13,Non-bleach,1/24/20,1
243,Porites compressa,13,Bleach,1/24/20,1
244,Porites compressa,13,Non-bleach,1/24/20,2
247,Porites compressa,13,Bleach,1/24/20,1
248,Porites compressa,13,Non-bleach,1/24/20,1
3,Montipora capitata,13,Bleach,8/27/20,3
4,Montipora capitata,13,Non-bleach,8/27/20,1
11,Montipora capitata,13,Bleach,8/27/20,3
12,Montipora capitata,13,Non-bleach,8/27/20,1
19,Montipora capitata,13,Bleach,8/27/20,4
20,Montipora capitata,13,Non-bleach,8/27/20,1
26,Porites compressa,13,Non-bleach,8/27/20,1
27,Porites compressa,13,Bleach,8/27/20,1
35,Porites compressa,13,Bleach,8/27/20,
36,Porites compressa,13,Non-bleach,8/27/20,
41,Porites compressa,13,Bleach,8/27/20,2
42,Porites compressa,13,Non-bleach,8/27/20,1
43,Porites compressa,13,Bleach,8/27/20,1
44,Porites compressa,13,Non-bleach,8/27/20,1
45,Porites compressa,13,Bleach,8/27/20,1
46,Porites compressa,13,Non-bleach,8/27/20,1
201,Montipora capitata,13,Bleach,8/27/20,4
202,Montipora capitata,13,Non-bleach,8/27/20,1
203,Montipora capitata,13,Bleach,8/27/20,3
204,Montipora capitata,13,Non-bleach,8/27/20,1
209,Montipora capitata,13,Non-bleach,8/27/20,3
210,Montipora capitata,13,Bleach,8/27/20,3
211,Montipora capitata,13,Bleach,8/27/20,3
212,Montipora capitata,13,Non-bleach,8/27/20,1
217,Montipora capitata,13,Bleach,8/27/20,2
218,Montipora capitata,13,Non-bleach,8/27/20,3
219,Montipora capitata,13,Bleach,8/27/20,3
220,Montipora capitata,13,Non-bleach,8/27/20,1
221,Montipora capitata,13,Bleach,8/27/20,3
222,Montipora capitata,13,Non-bleach,8/27/20,2
229,Porites compressa,13,Bleach,8/27/20,1
230,Porites compressa,13,Non-bleach,8/27/20,1
237,Porites compressa,13,Bleach,8/27/20,1
238,Porites compressa,13,Non-bleach,8/27/20,1
239,Porites compressa,13,Bleach,8/27/20,1
240,Porites compressa,13,Non-bleach,8/27/20,2
243,Porites compressa,13,Bleach,8/27/20,1
244,Porites compressa,13,Non-bleach,8/27/20,1
247,Porites compressa,13,Bleach,8/27/20,1
248,Porites compressa,13,Non-bleach,8/27/20,1
3,Montipora capitata,13,Bleach,10/8/20,3
4,Montipora capitata,13,Non-bleach,10/8/20,2
11,Montipora capitata,13,Bleach,10/8/20,3
12,Montipora capitata,13,Non-bleach,10/8/20,1
19,Montipora capitata,13,Bleach,10/8/20,3
20,Montipora capitata,13,Non-bleach,10/8/20,1
26,Porites compressa,13,Non-bleach,10/8/20,1
27,Porites compressa,13,Bleach,10/8/20,1
35,Porites compressa,13,Bleach,10/8/20,
36,Porites compressa,13,Non-bleach,10/8/20,
41,Porites compressa,13,Bleach,10/8/20,1
42,Porites compressa,13,Non-bleach,10/8/20,1
43,Porites compressa,13,Bleach,10/8/20,1
44,Porites compressa,13,Non-bleach,10/8/20,1
45,Porites compressa,13,Bleach,10/8/20,1
46,Porites compressa,13,Non-bleach,10/8/20,1
201,Montipora capitata,13,Bleach,10/8/20,3
202,Montipora capitata,13,Non-bleach,10/8/20,1
203,Montipora capitata,13,Bleach,10/8/20,3
204,Montipora capitata,13,Non-bleach,10/8/20,1
209,Montipora capitata,13,Non-bleach,10/8/20,3
210,Montipora capitata,13,Bleach,10/8/20,2
211,Montipora capitata,13,Bleach,10/8/20,3
212,Montipora capitata,13,Non-bleach,10/8/20,1
217,Montipora capitata,13,Bleach,10/8/20,2
218,Montipora capitata,13,Non-bleach,10/8/20,2
219,Montipora capitata,13,Bleach,10/8/20,3
220,Montipora capitata,13,Non-bleach,10/8/20,1
221,Montipora capitata,13,Bleach,10/8/20,3
222,Montipora capitata,13,Non-bleach,10/8/20,3
229,Porites compressa,13,Bleach,10/8/20,1
230,Porites compressa,13,Non-bleach,10/8/20,1
237,Porites compressa,13,Bleach,10/8/20,1
238,Porites compressa,13,Non-bleach,10/8/20,1
239,Porites compressa,13,Bleach,10/8/20,1
240,Porites compressa,13,Non-bleach,10/8/20,2
243,Porites compressa,13,Bleach,10/8/20,1
244,Porites compressa,13,Non-bleach,10/8/20,1
247,Porites compressa,13,Bleach,10/8/20,1
248,Porites compressa,13,Non-bleach,10/8/20,1
3,Montipora capitata,13,Bleach,11/5/20,3
4,Montipora capitata,13,Non-bleach,11/5/20,2
11,Montipora capitata,13,Bleach,11/5/20,2
12,Montipora capitata,13,Non-bleach,11/5/20,1
19,Montipora capitata,13,Bleach,11/5/20,3
20,Montipora capitata,13,Non-bleach,11/5/20,1
26,Porites compressa,13,Non-bleach,11/5/20,2
27,Porites compressa,13,Bleach,11/5/20,1
35,Porites compressa,13,Bleach,11/5/20,
36,Porites compressa,13,Non-bleach,11/5/20,
41,Porites compressa,13,Bleach,11/5/20,2
42,Porites compressa,13,Non-bleach,11/5/20,1
43,Porites compressa,13,Bleach,11/5/20,1
44,Porites compressa,13,Non-bleach,11/5/20,1
45,Porites compressa,13,Bleach,11/5/20,1
46,Porites compressa,13,Non-bleach,11/5/20,1
201,Montipora capitata,13,Bleach,11/5/20,3
202,Montipora capitata,13,Non-bleach,11/5/20,1
203,Montipora capitata,13,Bleach,11/5/20,3
204,Montipora capitata,13,Non-bleach,11/5/20,1
209,Montipora capitata,13,Non-bleach,11/5/20,3
210,Montipora capitata,13,Bleach,11/5/20,1
211,Montipora capitata,13,Bleach,11/5/20,2
212,Montipora capitata,13,Non-bleach,11/5/20,1
217,Montipora capitata,13,Bleach,11/5/20,1
218,Montipora capitata,13,Non-bleach,11/5/20,2
219,Montipora capitata,13,Bleach,11/5/20,3
220,Montipora capitata,13,Non-bleach,11/5/20,1
221,Montipora capitata,13,Bleach,11/5/20,2
222,Montipora capitata,13,Non-bleach,11/5/20,2
229,Porites compressa,13,Bleach,11/5/20,1
230,Porites compressa,13,Non-bleach,11/5/20,1
237,Porites compressa,13,Bleach,11/5/20,1
238,Porites compressa,13,Non-bleach,11/5/20,2
239,Porites compressa,13,Bleach,11/5/20,1
240,Porites compressa,13,Non-bleach,11/5/20,2
243,Porites compressa,13,Bleach,11/5/20,1
244,Porites compressa,13,Non-bleach,11/5/20,1
247,Porites compressa,13,Bleach,11/5/20,1
248,Porites compressa,13,Non-bleach,11/5/20,1
3,Montipora capitata,13,Bleach,12/10/20,2
4,Montipora capitata,13,Non-bleach,12/10/20,1
11,Montipora capitata,13,Bleach,12/10/20,2
12,Montipora capitata,13,Non-bleach,12/10/20,1
19,Montipora capitata,13,Bleach,12/10/20,2
20,Montipora capitata,13,Non-bleach,12/10/20,1
26,Porites compressa,13,Non-bleach,12/10/20,1
27,Porites compressa,13,Bleach,12/10/20,1
35,Porites compressa,13,Bleach,12/10/20,
36,Porites compressa,13,Non-bleach,12/10/20,
41,Porites compressa,13,Bleach,12/10/20,1
42,Porites compressa,13,Non-bleach,12/10/20,1
43,Porites compressa,13,Bleach,12/10/20,1
44,Porites compressa,13,Non-bleach,12/10/20,1
45,Porites compressa,13,Bleach,12/10/20,1
46,Porites compressa,13,Non-bleach,12/10/20,1
201,Montipora capitata,13,Bleach,12/10/20,2
202,Montipora capitata,13,Non-bleach,12/10/20,1
203,Montipora capitata,13,Bleach,12/10/20,1
204,Montipora capitata,13,Non-bleach,12/10/20,1
209,Montipora capitata,13,Non-bleach,12/10/20,3
210,Montipora capitata,13,Bleach,12/10/20,1
211,Montipora capitata,13,Bleach,12/10/20,1
212,Montipora capitata,13,Non-bleach,12/10/20,1
217,Montipora capitata,13,Bleach,12/10/20,1
218,Montipora capitata,13,Non-bleach,12/10/20,1
219,Montipora capitata,13,Bleach,12/10/20,2
220,Montipora capitata,13,Non-bleach,12/10/20,1
221,Montipora capitata,13,Bleach,12/10/20,2
222,Montipora capitata,13,Non-bleach,12/10/20,1
229,Porites compressa,13,Bleach,12/10/20,1
230,Porites compressa,13,Non-bleach,12/10/20,1
237,Porites compressa,13,Bleach,12/10/20,1
238,Porites compressa,13,Non-bleach,12/10/20,1
239,Porites compressa,13,Bleach,12/10/20,1
240,Porites compressa,13,Non-bleach,12/10/20,1
243,Porites compressa,13,Bleach,12/10/20,1
244,Porites compressa,13,Non-bleach,12/10/20,1
247,Porites compressa,13,Bleach,12/10/20,1
248,Porites compressa,13,Non-bleach,12/10/20,1
3,Montipora capitata,13,Bleach,3/23/21,1
4,Montipora capitata,13,Non-bleach,3/23/21,1
11,Montipora capitata,13,Bleach,3/23/21,2
12,Montipora capitata,13,Non-bleach,3/23/21,1
19,Montipora capitata,13,Bleach,3/23/21,2
20,Montipora capitata,13,Non-bleach,3/23/21,1
26,Porites compressa,13,Non-bleach,3/23/21,1
27,Porites compressa,13,Bleach,3/23/21,1
35,Porites compressa,13,Bleach,3/23/21,
36,Porites compressa,13,Non-bleach,3/23/21,
41,Porites compressa,13,Bleach,3/23/21,2
42,Porites compressa,13,Non-bleach,3/23/21,1
43,Porites compressa,13,Bleach,3/23/21,2
44,Porites compressa,13,Non-bleach,3/23/21,1
45,Porites compressa,13,Bleach,3/23/21,1
46,Porites compressa,13,Non-bleach,3/23/21,1
201,Montipora capitata,13,Bleach,3/23/21,2
202,Montipora capitata,13,Non-bleach,3/23/21,1
203,Montipora capitata,13,Bleach,3/23/21,2
204,Montipora capitata,13,Non-bleach,3/23/21,1
209,Montipora capitata,13,Non-bleach,3/23/21,2
210,Montipora capitata,13,Bleach,3/23/21,1
211,Montipora capitata,13,Bleach,3/23/21,2
212,Montipora capitata,13,Non-bleach,3/23/21,1
217,Montipora capitata,13,Bleach,3/23/21,1
218,Montipora capitata,13,Non-bleach,3/23/21,1
219,Montipora capitata,13,Bleach,3/23/21,2
220,Montipora capitata,13,Non-bleach,3/23/21,1
221,Montipora capitata,13,Bleach,3/23/21,1
222,Montipora capitata,13,Non-bleach,3/23/21,1
229,Porites compressa,13,Bleach,3/23/21,1
230,Porites compressa,13,Non-bleach,3/23/21,1
237,Porites compressa,13,Bleach,3/23/21,1
238,Porites compressa,13,Non-bleach,3/23/21,1
239,Porites compressa,13,Bleach,3/23/21,1
240,Porites compressa,13,Non-bleach,3/23/21,1
243,Porites compressa,13,Bleach,3/23/21,1
244,Porites compressa,13,Non-bleach,3/23/21,1
247,Porites compressa,13,Bleach,3/23/21,1
248,Porites compressa,13,Non-bleach,3/23/21,1
